canonical_id,summary,primary_category,secondary_categories,scope,current_status,included_in_current_total,historical_event_ids,incoming_relationship_ids,outgoing_relationship_ids,affected_targets,current_docs,related_adrs,adr_coverage,adr_warranted,reviewer_notes
DEA-CANON-0508,Branches proven dead by constant-boolean flow still undergo ordinary type checking; only impossible liveness paths are removed.,Semantic analysis,Diagnostics and recovery | Language semantics,L1 Stage 1,Retained,Yes,DEA-DEC-0525,,,L1 Stage 1,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0509,The scalar constant subset folds equality and ordering comparisons over supported scalar values.,Language semantics,Type system,L1,Retained,Yes,DEA-DEC-0526,,,L1 | L1 Stage 1,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0510,L1 keeps the per-site pointer-check fast path `static inline` in its public runtime header while exporting slow-path and string-tracking helpers through both normal and traced archive manifests.,ABI and linking,Ownership and memory safety | Runtime,L1 Stage 1,Retained,Yes,DEA-DEC-0527,,,L1 Stage 1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l1/compiler/shared/runtime/include/dea_rt.h | l1/docs/reference/architecture.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0511,L0 and L1 editor tooling is maintained in one shared repository package under `editors/`.,Repository and process architecture,CLI and distribution,Repository/tooling,Retained,Yes,DEA-DEC-0528,,DEA-REL-0053,Repository/tooling | Shared,editors/README.md,docs/decisions/0004-monorepo-directory-structure.md,Partially covered,Yes,The monorepo ADR covers placement but not the full shared-implementation/two-identities/editor-authority design. Included in the prioritized missing-ADR backlog.
DEA-CANON-0512,"The baseline editor stack is syntax and navigation tooling—TextMate, Tree-sitter, Vim/Emacs fallbacks, and Ctags—while LSP and semantic services are deferred.",Repository and process architecture,CLI and distribution,Repository/tooling,Retained,Yes,DEA-DEC-0529,,,Repository/tooling | Shared,editors/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0513,"The single Tree-sitter grammar is named `dea`, parses the error-tolerant L1 syntactic superset, and relies on separate host mappings for L0 versus L1.",Repository and process architecture,Language syntax,Repository/tooling,Retained,Yes,DEA-DEC-0530,,,Repository/tooling | Shared,editors/tree-sitter-dea/README.md | editors/tree-sitter-dea/grammar.js,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0514,"The compiler remains the semantic authority; editor grammars must be conservative, error-tolerant structural tools rather than semantic validators.",Frontend architecture,Language syntax | Semantic analysis,Repository/tooling,Retained,Yes,DEA-DEC-0531,,,Repository/tooling | Shared,editors/README.md,,Not covered,Yes,The compiler/editor authority boundary is cross-cutting and likely to be revisited as semantic tooling grows. Included in the prioritized missing-ADR backlog.
DEA-CANON-0515,"Editor hosts expose L0 and L1 as distinct language identities, scopes, filetypes, and extension mappings even though their tooling package is shared.",CLI and distribution,Repository and process architecture,Repository/tooling,Retained,Yes,DEA-DEC-0532,,,Repository/tooling | Shared,editors/README.md | editors/vscode-dea/package.json,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0516,"Pointer validation is backed by allocation records carrying base, extent, alignment, generation, state, memory kind, source sites, and a reserved type identity.",Runtime,Ownership and memory safety,Shared L0/L1,Retained,Yes,DEA-DEC-0534,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0517,"Allocation records reserve a type-id field, but runtime type-compatibility enforcement is deferred to a future type-identity initiative.",Ownership and memory safety,Runtime | Type system,Shared L0/L1,Deferred,Yes,DEA-DEC-0535,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0518,"The checked tracker covers `new` plus raw allocation, reallocation, free, and drop entry points rather than validating only generated object allocation.",Runtime,Ownership and memory safety,Shared L0/L1,Retained,Yes,DEA-DEC-0536,,DEA-REL-0036,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0519,"Generated drop is a begin/finish protocol: exact-base validity is established before owned-field cleanup, and the allocation is quarantined only after cleanup completes.",Ownership and memory safety,Backend and C emission | Runtime,Shared L0/L1,Retained,Yes,DEA-DEC-0537,,DEA-REL-0037,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0520,"Released blocks remain in a bounded quarantine; temporal-error detection is guaranteed only while a record remains retained, with pointer tagging excluded.",Ownership and memory safety,Runtime,Shared L0/L1,Retained,Yes,DEA-DEC-0538,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0521,"Memory tracing remains lifecycle-oriented: allocation/free/new/drop events stay visible, but successful access checks, derived validation, and quarantine eviction do not emit trace lines.",Runtime,Diagnostics and recovery,Shared L0/L1,Retained,Yes,DEA-DEC-0539,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0522,Every generated checked-access site owns a static cache of its last allocation record and generation; misses use the full tracker and refill it.,Backend and C emission,Ownership and memory safety | Runtime,Shared L0/L1,Retained,Yes,DEA-DEC-0540,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/c-backend-design.md | l1/docs/reference/c-backend-design.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0523,Runtime helpers that derive interior pointers validate them against the owning allocation range instead of registering a separate derived-pointer record per call.,Runtime,Ownership and memory safety,Shared L0/L1,Retained,Yes,DEA-DEC-0541,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0524,"Heap string blocks are initially registered eagerly at allocation, while static string spans are registered lazily when raw bytes are exposed.",Runtime,Ownership and memory safety,Shared L0/L1,Superseded,No,DEA-DEC-0542,,DEA-REL-0035,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0525,Heap and static string storage exposed as raw bytes is tracked read-only: checked reads succeed and checked writes fail before mutation.,Ownership and memory safety,Runtime,Shared L0/L1,Retained,Yes,DEA-DEC-0543,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0526,"ARC-managed and static tracked storage cannot be released through drop, rt_free, or rt_realloc.",Ownership and memory safety,Runtime,Shared L0/L1,Retained,Yes,DEA-DEC-0544,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0527,"Checked validation is the default, but compile-time unchecked defines remove validation, tracking, and quarantine without changing generated C shape.",Runtime,Backend and C emission | Ownership and memory safety,Shared L0/L1,Retained,Yes,DEA-DEC-0545,,DEA-REL-0038,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0528,"Pointer-safety semantics are shared across levels, but each level may retain its existing runtime layout, naming, and header-versus-archive boundary.",Runtime,ABI and linking | Bootstrap and self-hosting,Shared L0/L1,Retained,Yes,DEA-DEC-0546,,,Shared | Shared L0/L1,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/architecture.md | l1/docs/reference/architecture.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0529,Output and link-facing flags follow the generated C input so object and archive link order stays stable.,ABI and linking,,Shared L0/L1,Retained,Yes,DEA-DEC-0547,,,Shared L0/L1,docs/specs/compiler/cli-contract.md | l0/docs/specs/compiler/cli-contract.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0530,Allocation-tracker and quarantine constants are compile-time override points in both runtimes.,Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0548,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0531,The prebuilt L1 archive runtime reads quarantine byte and record overrides once at first tracker use.,Runtime,,L1,Retained,Yes,DEA-DEC-0549,,,L1 | Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0532,Heap strings enter the pointer tracker lazily at first raw-byte exposure rather than at allocation.,Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0550,DEA-REL-0035,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0533,Heap-string tracking is based at the exact exposed byte pointer so basic-mode writes see a read-only exact-base record.,Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0551 | DEA-DEC-0566,DEA-REL-0039,DEA-REL-0039,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,Groups 2 historical events.
DEA-CANON-0534,"`--unchecked` is a first-class mode flag for build, run, and generated-C operations.",CLI and distribution,,Shared L0/L1,Retained,Yes,DEA-DEC-0552,DEA-REL-0038,,Shared L0/L1,docs/specs/compiler/cli-contract.md | l0/docs/specs/compiler/cli-contract.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0535,"Unchecked mode is mutually exclusive with ARC or memory tracing, and no traced-unchecked runtime variant exists.",Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0553,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0536,L1 links a dedicated unchecked runtime archive or TinyCC object set that matches the generated unchecked prelude.,Runtime,,L1,Retained,Yes,DEA-DEC-0554,,,L1 | Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0537,The unchecked runtime preserves the full public runtime symbol surface as pass-through stubs so mixed generated-code/runtime variants remain link-compatible.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0555,,,L1 | Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0538,"Native L0 Stage 2 and L1 Stage 1 compiler executables default to basic checks plus a 256-record quarantine, while generated programs and the default L1 archive remain fully checked.",Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0556 | DEA-DEC-0586,DEA-REL-0040,DEA-REL-0040,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,Groups 2 historical events.
DEA-CANON-0539,"Compiler-build runtime mode selection preserves explicit raw defines first, then level-named mode controls, with defaults applied only when neither is set.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0557 | DEA-DEC-0588,,,Repository/tooling | Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Covered as part of a broader ADR,Yes,This is the current rule after merging the earlier explicit-override event.
DEA-CANON-0540,`unsafe func` is a source-level proof boundary independent of optional checked-runtime validation.,Language semantics,,L1,Retained,Yes,DEA-DEC-0558,,,L1 | Shared L0/L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0541,"`--check-basic` is a first-class checked mode for build, run, and generated-C operations.",CLI and distribution,,Shared L0/L1,Retained,Yes,DEA-DEC-0559,,,Shared L0/L1,docs/specs/compiler/cli-contract.md | l0/docs/specs/compiler/cli-contract.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0542,"Basic mode is mutually exclusive with unchecked and trace modes, with no traced-basic archive.",Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0560,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0543,"Basic checked mode retains exact-base validation, quarantine, generation caches, read-only exact-base protection, and alignment checks while omitting treap containment and spatial checks for hash misses.",Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0561,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0544,"L0 realizes basic checks through a generated prelude define, while L1 selects a dedicated basic archive or TinyCC object variant.",Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0562,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0545,"Darwin arm64 compiler executables retain UUID and ad-hoc signature commands, while only non-executable comparison copies neutralize UUID payloads.",Portability,,L0 Stage 2,Retained,Yes,DEA-DEC-0563,DEA-REL-0041,,L0 Stage 2,l0/compiler/stage2_l0/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0546,"Tracked allocations carry distinct raw, new, ARC, static, and foreign provenance; drop accepts only new storage, while free and realloc accept only raw storage.",Ownership and memory safety,,Shared L0/L1,Retained,Yes,DEA-DEC-0564,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l0/docs/reference/ownership.md | l1/docs/reference/design-decisions.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0547,Generated drop uses a sized begin/finish ABI that validates expected pointee size and alignment before cleanup; no unsized compatibility entry point remains.,ABI and linking,,Shared L0/L1,Retained,Yes,DEA-DEC-0565,DEA-REL-0037,,Shared L0/L1,l0/docs/reference/design-decisions.md | l0/docs/reference/ownership.md | l1/docs/reference/design-decisions.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0548,Foreign memory enters checked pointer validation only through explicit register and unregister operations that record lifetime and extent without transferring ownership.,Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0567,DEA-REL-0036,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0549,"Identical live foreign registrations are idempotent, conflicting registrations panic, and unregistration never frees foreign storage.",Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0568,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0550,Unchecked mode validates foreign-registration arguments but intentionally records no tracker state.,Runtime,,Shared L0/L1,Retained,Yes,DEA-DEC-0569,,,Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0551,"Darwin arm64 bootstrap executables retain Mach-O UUID and ad-hoc signature load commands, while Intel Darwin keeps the existing linker normalization.",Portability,,L0 Stage 2,Retained,Yes,DEA-DEC-0570,DEA-REL-0028,DEA-REL-0041,L0 Stage 2 | Shared L0/L1,l0/compiler/stage2_l0/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0552,Stable L0 release tags use the l0-vX.Y.Z namespace.,CLI and distribution,,L0,Retained,Yes,DEA-DEC-0571,DEA-REL-0045,,L0,l0/docs/releases/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0553,Every stable L0 tag has a matching versioned release-notes file that is used unchanged as the GitHub release body.,CLI and distribution,,L0,Retained,Yes,DEA-DEC-0572,DEA-REL-0046,,L0,l0/docs/releases/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0554,The public `googlielmo/dea-lang` repository is the sole L0 release target; the private monorepo receives no duplicate GitHub release.,CLI and distribution,,L0,Retained,Yes,DEA-DEC-0573,,,L0,l0/docs/releases/README.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0555,Removal of deprecated case-default else from L0 is deferred to L0 2.0.,Language syntax,,L0,Deferred,Yes,DEA-DEC-0574,,,L0,l0/docs/reference/grammar.md,docs/decisions/0007-case-default-arm-wildcard.md,Covered as part of a broader ADR,Yes,"The shared Phase 1 migration split by level; this key now represents the surviving L0 compatibility branch. The future removal milestone is an atomic deferred direction, separate from current L0 1.x compatibility."
DEA-CANON-0556,"Repository review and organization requests are read-only, while a draft request authorizes only the named draft.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0575,,,Repository/tooling,AGENTS.md | CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0557,A local implementation or commit never authorizes a push; every push requires an explicit user request.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0576,,,Repository/tooling,AGENTS.md | CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0558,"Public, cross-repository, workflow-dispatching, and deployment-triggering writes require fresh confirmation immediately before execution with exact target and downstream effects.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0577,,,Repository/tooling,AGENTS.md | CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0559,A public branch push is permitted only to the exact designated branch already configured as the checked-out branch's upstream; refspec and upstream overrides cannot bypass the gate.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0578,,,Repository/tooling,AGENTS.md | CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0560,Creating a release tag requires an explicit request naming both tag and target.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0579,,,Repository/tooling,AGENTS.md | CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0561,Pushing a release tag has its own fresh confirmation gate listing the remote and every known automatic publication effect.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0580,,,Repository/tooling,AGENTS.md | CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0562,"Plans, sandbox approvals, tool approvals, CI, and agent review grant no remote or publication authority.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0581,,,Repository/tooling,AGENTS.md | CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0563,"Normative Stage 1 compiler diagnostics use a direct, context-free stderr channel independent of operational log thresholds and formatting.",Diagnostics and recovery,,L0 Stage 1,Retained,Yes,DEA-DEC-0583,,,L0 Stage 1,docs/specs/compiler/diagnostic-code-catalog.md | l0/docs/specs/compiler/diagnostic-format.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0564,`test` is the stable normal validation tier and excludes only the dedicated broad trace sweep; focused trace regressions remain included.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0584,,,Repository/tooling,CLAUDE.md | l0/CLAUDE.md | l1/CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0565,"`test-all` is mandatory for trace-sensitive, runtime, memory, ownership, ARC, pointer-validation, emitted-lifetime, mixed, or uncertain changes.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0585,,,Repository/tooling,CLAUDE.md | l0/CLAUDE.md | l1/CLAUDE.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0566,"L1 exposes level-named controls for the L0 runtime embedded in its Stage 1 compiler, separate from generated-program flags and L1 runtime-archive controls.",Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0587,,,Repository/tooling | Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0567,Compiler quarantine limits are selected independently from runtime mode and each explicit limit can override or disable only its corresponding default.,Repository and process architecture,,Repository/tooling,Retained,Yes,DEA-DEC-0589,,,Repository/tooling | Shared L0/L1,l0/docs/reference/design-decisions.md | l1/docs/reference/design-decisions.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0568,"Interface compatibility is one fingerprint of the canonical effective exported surface, replacing declaration-level hashes.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0590,DEA-REL-0050,,L1,l1/docs/specs/compiler/abi.md | l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0569,"LBI fingerprint version 1 uses SipHash-1-3 with public fixed key `DeaL1-fp-v1-key!`, distinct from randomized runtime hashing.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0591,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0570,"Fingerprint input is a versioned, length-framed UTF-8 byte stream with LF separators, no NUL terminator, and no dependence on rendered prose or host layout.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0592,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0571,"The textual fingerprint is mandatory `sip13:` plus exactly 16 lowercase hexadecimal digits, with no implicit tag or alternate spelling.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0593,,,L1,l1/docs/specs/compiler/abi.md | l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0572,"The fingerprint includes exported structs, enums, aliases, functions, consts, and lets, exposing full transparent layouts but only opacity marker and name for opaque nominals.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0594,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0573,"Top-level declaration groups and names are canonically sorted, while field, parameter, variant, and other nested semantic orders are preserved.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0595,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0574,String literals enter fingerprints through one decoded canonical value: scalar escapes become UTF-8 while octal escapes retain raw-byte meaning.,ABI and linking,,L1 Stage 1,Retained,Yes,DEA-DEC-0596,,,L1 | L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0575,"Integer literals enter fingerprints by checked canonical numeric value rather than source base, separators, or spelling.",ABI and linking,,L1 Stage 1,Retained,Yes,DEA-DEC-0597,,,L1 | L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0576,"Dependency records retain their syntax but store the provider module's whole fingerprint, and declaration records contain no hash fields or suffixes.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0598,,,L1,l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0577,"A module's dependency manifest is excluded from its own fingerprint, so private import changes do not invalidate unchanged downstream public surfaces.",ABI and linking,,L1,Retained,Yes,DEA-DEC-0599,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0578,"Consumers validate spelling, recompute the canonical fingerprint, and reject mismatches before normalization, graph registration, name resolution, or semantic replay.",Semantic analysis,,L1 Stage 1,Retained,Yes,DEA-DEC-0600,,,L1 | L1 Stage 1,l1/docs/reference/architecture.md | l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0579,Version 1 accepts only tagged SipHash-1-3 fingerprints and provides no implicit algorithm or legacy placeholder fallback.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0601,,,L1,l1/docs/specs/compiler/abi.md | l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0019-whole-module-interface-fingerprints.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0580,The compiler retains the legacy whole-program generator beside one named per-module generator during the separate-compilation transition.,Backend and C emission,,L1 Stage 1,Retained,Yes,DEA-DEC-0602,,,L1 | L1 Stage 1,l1/docs/reference/c-backend-design.md,l1/docs/decisions/0020-per-module-backend-and-lifecycle-abi.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0581,Per-module output defines exactly one source-backed target module and emits only declarations and required visible type layouts for imported providers.,Backend and C emission,,L1 Stage 1,Retained,Yes,DEA-DEC-0603,,,L1 | L1 Stage 1,l1/docs/reference/c-backend-design.md,l1/docs/decisions/0020-per-module-backend-and-lifecycle-abi.md,Directly covered,Yes,One atomic historical event.
