event_id,source_type,source_path,local_id,date,summary,primary_category,secondary_categories,scope,status,explicitness,confidence,evidence_section,line_start,line_end,evidence_paraphrase,alternatives,rationale,current_docs,related_adrs,canonical_id,adr_coverage,adr_recommendation,included_in_primary_total,reviewer_notes
DEA-DEC-0499,Plan,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,D02,2026-06-17,Case-arm value syntax accepts the existing literals plus visible local or qualified `const` references.,Language syntax,Language semantics | Type system,L1,Retained,Explicit,High,Constant-expression contexts,105,120,The direct case-value grammar grows to identifiers and qualified identifiers while existing semantic comparability rules remain in force.,Keep literal-only case arms | Accept arbitrary runtime expressions | Accept only unqualified constant names,Named constants compose with equality-based case semantics without admitting runtime-dependent arm expressions.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/grammar.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0482,Directly covered,Covered,Yes,
DEA-DEC-0500,Plan,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,D03,2026-06-17,"L1 defines separate constant-expression domains for array bounds, case arms, const initializers, and serialized interface constants instead of one universal constexpr rule.",Language semantics,Type system | ABI and linking,L1,Retained,Explicit,High,Constant-expression contexts,105,114,The design explicitly assigns different accepted value domains to four constant contexts.,Use one undifferentiated constexpr grammar and semantic domain | Permit everything accepted by const initializers in every constant context,"Each consumer has distinct layout, comparability, and serialization constraints.",l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0483,Directly covered,Covered,Yes,
DEA-DEC-0501,Plan,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,D04,2026-06-17,One reusable semantic `ConstValue` evaluator resolves literals and visible local or qualified const references for every constant-value consumer.,Semantic analysis,Type system | Frontend architecture,L1 Stage 1,Retained,Explicit,High,Const evaluator,185,200,A shared evaluator entry point recursively resolves the literal and const-reference subset instead of duplicating logic by context.,Implement context-specific literal/name evaluators | Let each backend interpret const syntax independently | Forbid const-to-const references,One evaluator gives all consumers consistent values and creates an extensible boundary for later operators.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/architecture.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0484,Directly covered,Covered,Yes,
DEA-DEC-0502,Plan,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,D05,2026-06-17,"Array bounds are resolved to concrete numeric lengths before semantic types, generated ABI, and `.l1m` signatures; symbolic bound names are not preserved there.",ABI and linking,Type system | Backend and C emission,L1,Retained,Explicit,High,Interface/Import Considerations,370,375,"Interfaces emit a resolved numeric length such as string[25], not the source constant name string[NUM_LANG].",Preserve symbolic bound expressions in interfaces | Defer bound resolution until C emission | Represent variable-length ABI arrays,"Concrete lengths keep type identity, layout, and separately compiled interfaces deterministic.",l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0011-fixed-size-array-policy.md | l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0485,Directly covered,Covered,Yes,
DEA-DEC-0503,Plan,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,D06,2026-06-17,"Duplicate case-arm detection compares evaluated constant values, so distinct constant names denoting the same value conflict.",Language semantics,Semantic analysis | Diagnostics and recovery,L1,Retained,Explicit,High,Semantic case-arm checking,228,235,The checker extends duplicate-arm rejection to const-evaluated values rather than comparing source spelling or symbol identity.,Treat different constant names as distinct arms | Detect duplicates only among literals | Permit duplicates and select the first arm,"Case dispatch depends on runtime value equality, not the provenance or spelling of the arm value.",l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0486,Directly covered,Covered,Yes,
DEA-DEC-0504,Plan,l1/work/plans/features/closed/2026-06-17-stage1-const-value-grammar-contexts-noref.md,D07,2026-06-17,Direct or indirect cycles among compile-time const references are rejected with a semantic cycle diagnostic.,Semantic analysis,Language semantics | Diagnostics and recovery,L1,Retained,Explicit,High,Const evaluator,197,205,Recursive const-reference evaluation tracks active definitions and treats A-to-B-to-A recursion as SIG-0201 rather than a value.,Forbid every const-to-const reference | Accept cycles with an implementation-defined value | Fail with the generic non-constant diagnostic only,Recursive references need a deterministic invalid-program rule and must not recurse indefinitely in the compiler.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | docs/specs/compiler/diagnostic-code-catalog.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0487,Directly covered,Covered,Yes,
DEA-DEC-0505,Plan,l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,D01,2026-06-18,Compile-time casts cover every L1 integer family and require exact target-range validity; out-of-range values are rejected rather than wrapped.,Language semantics,Type system | Diagnostics and recovery,L1,Retained,Explicit,High,Defaults Chosen,47,50,The selected integer targets span tiny through ulong and use TYP-0700 instead of wraparound.,Permit only int casts | Use modular narrowing semantics | Forbid casts in const expressions,Compile-time conversion must agree with checked integer semantics and produce one exact target value.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/decisions/0004-wide-integer-types.md,DEA-CANON-0488,Directly covered,Covered,Yes,
DEA-DEC-0506,Plan,l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,D02,2026-06-18,Compile-time real casts support only `float` to/from `double`; integer-to-real and real-to-integer casts remain outside the const-expression subset.,Language semantics,Type system,L1,Retained,Explicit,High,Defaults Chosen,51,52,The real conversion domain is deliberately limited to float/double conversion and excludes integer/real crossings.,Support every runtime numeric cast at compile time | Support no real casts | Permit only widening float-to-double casts,The narrow subset reuses established real-literal representation without settling broader compile-time numeric conversion policy.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/decisions/0005-floating-point-semantics.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/decisions/0005-floating-point-semantics.md,DEA-CANON-0489,Directly covered,Covered,Yes,
DEA-DEC-0507,Plan,l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,D03,2026-06-18,Compile-time bool and string casts are identity-only.,Language semantics,Type system,L1,Retained,Explicit,High,Defaults Chosen,53,53,The selected scalar subset permits bool-to-bool and string-to-string casts but no conversion between those families.,Permit truthiness conversions to bool | Permit compile-time stringification | Exclude bool and string casts entirely,Identity casts preserve type-directed source forms without inventing new compile-time conversions.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0490,Directly covered,Covered,Yes,
DEA-DEC-0508,Plan,l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,D04,2026-06-18,Exported cast constants serialize in `.l1m` as folded target-typed literals rather than preserving cast expression syntax.,ABI and linking,Backend and C emission | CLI and distribution,L1,Retained,Explicit,High,Defaults Chosen,54,54,"The interface artifact records the result value and target type, not the source cast AST.",Preserve cast expressions in module interfaces | Reject exported constants initialized by casts | Serialize compiler-private constant bytecode,Value serialization keeps interface consumers independent of evaluator syntax and implementation details.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/decisions/0014-module-interface-artifact.md,DEA-CANON-0491,Directly covered,Covered,Yes,
DEA-DEC-0509,Plan,l1/work/plans/features/closed/2026-06-18-stage1-const-scalar-casts-noref.md,D05,2026-06-18,"Nullable, pointer, and aggregate casts are excluded from L1's compile-time constant-expression subset.",Type system,Language semantics,L1,Retained,Explicit,High,Defaults Chosen,51,52,"The cast tranche explicitly leaves nullable, pointer, and aggregate conversions for future work.",Mirror every runtime cast in constant evaluation | Admit null-pointer constants only | Allow aggregate reinterpretation during compilation,"The first const-cast surface remains scalar and avoids defining compile-time pointer identity, nullability, or aggregate conversion semantics.",l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0492,Directly covered,Covered,Yes,
DEA-DEC-0510,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D01,2026-06-22,"For initialization and update headers retain ordinary abrupt simple statements—return, break, continue, and drop—rather than being restricted to non-abrupt BasicStmt forms.",Language syntax,Language semantics,Shared L0/L1,Retained,Explicit,High,Summary / Semantics / Non-Goals,39,62,The final grammar keeps non-declaration simple statements in both header positions and explicitly rejects the proposed ban on abrupt statements.,Restrict headers to assignment and expression statements | Allow only expressions in update position,The language keeps one coherent simple-statement surface and defines control-flow behavior instead of banning it.,l0/docs/reference/grammar.md | l1/docs/reference/grammar.md,,DEA-CANON-0493,Not covered,"Candidate P0 ADR: for-header control flow, liveness, and cleanup semantics",Yes,
DEA-DEC-0511,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D02,2026-06-22,"A for initialization may declare a local, but the update clause rejects declarations: `let` uses PAR-0145 and L1 local `const` uses PAR-0263.",Language syntax,Diagnostics and recovery,Shared L0/L1,Retained,Explicit,High,Semantics,57,62,The plan preserves update-only declaration rejection while leaving the initialization on the broader SimpleStmt grammar.,Permit declarations in both header positions | Reject declarations in both header positions,Initialization creates loop-scoped bindings; repeated update execution does not create a new declaration scope each iteration.,l0/docs/reference/grammar.md | l1/docs/reference/grammar.md | docs/specs/compiler/diagnostic-code-catalog.md,,DEA-CANON-0494,Not covered,"Candidate P0 ADR: for-header control flow, liveness, and cleanup semantics",Yes,
DEA-DEC-0512,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D03,2026-06-22,"Break and continue executed in a for initialization or update clause target the enclosing loop context, not the loop whose header is still being executed; absent an enclosing loop they are invalid.",Language semantics,Semantic analysis | Backend and C emission,Shared L0/L1,Retained,Explicit,High,Semantics,55,59,Both header execution points are explicitly outside the inner loop's active control context.,Target the for loop being initialized or updated | Ban loop control in headers,The inner loop cannot receive control before initialization or after update has already entered its own continuation path.,l0/docs/reference/grammar.md | l1/docs/reference/grammar.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,,DEA-CANON-0495,Not covered,"Candidate P0 ADR: for-header control flow, liveness, and cleanup semantics",Yes,
DEA-DEC-0513,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D04,2026-06-22,For executes initialization once before the inner loop is active; update runs after body fallthrough or an inner-body continue and before the next condition check.,Language semantics,Backend and C emission,Shared L0/L1,Retained,Explicit,High,Semantics,57,61,The plan fixes the runtime order and the destination of body-level continue.,Check the condition before initialization | Skip update after continue | Run update after the next condition,A single explicit ordering eliminates self-looping update-continue behavior and stage divergence.,l0/docs/reference/grammar.md | l1/docs/reference/grammar.md,,DEA-CANON-0496,Not covered,"Candidate P0 ADR: for-header control flow, liveness, and cleanup semantics",Yes,
DEA-DEC-0514,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D05,2026-06-22,For-loop definite liveness assumes the body may execute zero times; a binding is usable only if alive on every path reaching the use.,Ownership and memory safety,Semantic analysis,Shared L0/L1,Retained,Explicit,High,Semantics,63,64,The plan selects conservative all-path liveness with a zero-iteration path.,Assume one iteration for liveness | Treat any backedge assignment as reviving a binding after the loop,"A condition may be false initially, so body-only effects cannot establish post-loop safety.",l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,,DEA-CANON-0497,Not covered,Candidate P0 ADR: definite drop-liveness and loop fixed points,Yes,
DEA-DEC-0515,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D06,2026-06-22,Assignment to a dropped bare local revives the binding only after the right-hand side has been validated and evaluated.,Ownership and memory safety,Semantic analysis | Language semantics,Shared L0/L1,Retained,Explicit,High,Implementation,68,72,Bare-target revival is delayed so `p = p` cannot use the destination's newly revived state to validate its own RHS.,Revive at assignment entry | Never allow reassignment to revive a dropped local,"Fresh assignment can restore liveness, but the old dead value cannot be read to construct that assignment.",l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0002-arc-ownership-model.md,DEA-CANON-0498,Partially covered,Candidate P0 ADR: definite drop-liveness and loop fixed points,Yes,
DEA-DEC-0516,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D07,2026-06-22,"A definite return from for initialization contributes to function definite-return analysis, but returns in the body or update do not because the loop may execute zero times.",Semantic analysis,Language semantics,Shared L0/L1,Retained,Explicit,High,Implementation,76,77,The plan propagates guaranteed initialization returns but refuses to treat zero-iteration regions as guaranteed.,Ignore every header return in definite-return analysis | Treat body/update returns as guaranteed,"Initialization always executes, while body and update execution depend on the condition and control path.",l0/docs/reference/grammar.md | l1/docs/reference/grammar.md,,DEA-CANON-0499,Not covered,"Candidate P0 ADR: for-header control flow, liveness, and cleanup semantics",Yes,
DEA-DEC-0517,Plan,work/plans/bug-fixes/closed/2026-06-22-shared-for-header-and-statement-flow-safety-noref.md,D08,2026-06-22,"Definite-return analysis recognizes returns from established `with` header, inline-cleanup, cleanup-block, and body forms while honoring cleanup's ability to replace a pending exit.",Semantic analysis,Language semantics | Ownership and memory safety,Shared L0/L1,Retained,Explicit,High,Semantics / Implementation,65,77,The analyzer propagates definite returns from all established with forms according to the existing pending-exit and cleanup-precedence semantics.,Ignore returns originating in with headers or cleanup | Always preserve the pending exit even when cleanup exits abruptly | Treat any syntactic return inside with as definite,Definite-return facts must reflect the actual cleanup-mediated control transfer rather than the source position of a return statement.,l0/docs/decisions/0010-with-statement-cleanup.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,l0/docs/decisions/0010-with-statement-cleanup.md,DEA-CANON-0500,Partially covered,"Candidate P0 ADR: shared for-header flow, liveness, and cleanup semantics",Yes,
DEA-DEC-0518,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D01,2026-06-24,"Compile-time arithmetic and unary negation are limited to checked Dea 32-bit `int` payloads; bigint, real, string, aggregate, pointer, and nullable arithmetic remain unsupported.",Language semantics,Type system,L1,Retained,Explicit,High,Defaults Chosen,64,68,The arithmetic tranche deliberately selects checked 32-bit int operations and defers every broader value family.,Use arbitrary-precision compile-time arithmetic | Fold every runtime numeric operator | Keep const initializers literal-and-cast only,A bounded evaluator can mirror existing int runtime rules without prematurely defining general constexpr behavior.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0501,Directly covered,Covered,Yes,
DEA-DEC-0519,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D02,2026-06-24,"Compile-time bitwise and shift operators accept only non-negative 32-bit `int` payloads, and bitwise complement remains bounded by the same domain.",Language semantics,Type system,L1,Retained,Explicit,High,Defaults Chosen,69,70,"Bitwise &, |, ^, shifts, and complement use a deliberately narrower non-negative bounded-int policy.",Apply signed two's-complement bitwise semantics | Use arbitrary-precision bitwise values | Exclude all bitwise const folding,The restriction avoids host-dependent signed representations and unbounded complement values.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0502,Directly covered,Covered,Yes,
DEA-DEC-0520,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D03,2026-06-24,"Compile-time `&&` and `||` use short-circuit evaluation, so an unreachable non-constant or invalid operand does not invalidate the constant initializer.",Language semantics,Semantic analysis | Diagnostics and recovery,L1,Retained,Explicit,High,Defaults Chosen,71,72,The evaluator deliberately skips unreachable boolean operands and diagnoses only reachable invalid ones.,Eagerly evaluate both operands | Reject boolean operators in const initializers | Suppress errors in all operands after one constant side,Compile-time evaluation must preserve the language's runtime short-circuit semantics.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0503,Directly covered,Covered,Yes,
DEA-DEC-0521,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D04,2026-06-24,The scalar constant subset folds unary logical not over supported boolean values.,Language semantics,Type system,L1,Retained,Explicit,High,Completion Notes,49,52,Unary ! is one of the shipped constant-expression operators.,Limit constant booleans to literals | Defer unary logical operations | Treat ! as runtime-only,Logical negation lets compile-time booleans compose without expanding into general constexpr execution.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0504,Directly covered,Covered,Yes,
DEA-DEC-0522,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D05,2026-06-24,"Overflow, invalid shifts, divide/modulo by zero, unsupported value families, and reachable non-constant operands make a const expression non-evaluable and diagnostic-producing rather than causing a compiler failure.",Diagnostics and recovery,Language semantics | Semantic analysis,L1 Stage 1,Retained,Explicit,High,Completion Notes,53,54,"Invalid and unsupported operations remain ordinary non-evaluable constant inputs, never internal compiler failures.",Adopt host arithmetic behavior | Treat invalid constant operations as compiler panics | Wrap overflow and continue,User source errors need deterministic language diagnostics and must not escape into implementation failure modes.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | docs/specs/compiler/diagnostic-code-catalog.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | docs/decisions/0005-diagnostic-code-catalog.md,DEA-CANON-0505,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0523,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D06,2026-06-24,Accepted scalar const expressions serialize in `.l1m` as folded literals; source expression syntax is not preserved.,ABI and linking,Backend and C emission,L1,Retained,Explicit,High,Defaults Chosen,73,74,Module interfaces consume the evaluator's folded value instead of carrying expression syntax.,Serialize expression trees in interfaces | Reject exported constants with nonliteral source initializers | Serialize compiler-private evaluator bytecode,Canonical literal output gives separately compiled consumers a stable value contract without embedding evaluator semantics in artifacts.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/specs/compiler/module-interface-format.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/decisions/0014-module-interface-artifact.md,DEA-CANON-0506,Directly covered,Covered,Yes,
DEA-DEC-0524,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D07,2026-06-24,"A visible top-level const bool determines `if`, `while`, and `for` liveness, but a shadowing local binding keeps the condition dynamic.",Semantic analysis,Language semantics | Ownership and memory safety,L1 Stage 1,Retained,Explicit,High,Completion Notes,57,58,Flow analysis consumes known top-level const booleans while respecting lexical shadowing as a runtime value.,Ignore named constants in liveness | Treat any same-spelled local as the top-level constant | Fold only literal conditions,"Flow facts follow resolved symbols and values, not token spelling, and improve definite-return and ownership analysis.",l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0507,Directly covered,Covered,Yes,
DEA-DEC-0525,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D08,2026-06-24,Branches proven dead by constant-boolean flow still undergo ordinary type checking; only impossible liveness paths are removed.,Semantic analysis,Diagnostics and recovery | Language semantics,L1 Stage 1,Retained,Explicit,High,Completion Notes,59,60,Constant flow suppresses impossible reachability effects but does not turn dead branches into unchecked source.,Skip all semantic analysis of dead branches | Report all liveness effects as though both branches execute | Reject dead branches outright,Static validity remains independent of runtime reachability while ownership and definite-return facts use known control flow.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0508,Directly covered,Covered,Yes,
DEA-DEC-0526,Plan,l1/work/plans/features/closed/2026-06-24-stage1-scalar-const-expression-flow-noref.md,D09,2026-06-24,The scalar constant subset folds equality and ordering comparisons over supported scalar values.,Language semantics,Type system,L1,Retained,Explicit,High,Completion Notes,49,52,Scalar equality and comparison are independently included in the shipped bounded evaluator.,Fold equality but not ordering | Defer all comparison folding | Allow comparison of unsupported aggregate or pointer values,Comparison-produced booleans let named constants participate coherently in flow analysis and other constant contexts.,l1/docs/decisions/0016-compile-time-constant-value-contexts.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0016-compile-time-constant-value-contexts.md,DEA-CANON-0509,Directly covered,Covered,Yes,
DEA-DEC-0527,Plan,l1/work/plans/features/closed/2026-06-30-runtime-pointer-access-validation-noref.md,D01,2026-06-30,L1 keeps the per-site pointer-check fast path `static inline` in its public runtime header while exporting slow-path and string-tracking helpers through both normal and traced archive manifests.,ABI and linking,Runtime | Ownership and memory safety,L1 Stage 1,Retained,Explicit,High,Implementation,34,36,"The hot cache lookup remains header-inline, while miss handling and tracking helpers are archive symbols in both runtime variants.",Put every check behind an archive call | Inline the entire tracker implementation in the public header | Expose helpers only in the normal archive,This split preserves call-site caching performance and L1's archive-based runtime ABI across traced and untraced builds.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l1/compiler/shared/runtime/include/dea_rt.h | l1/docs/reference/architecture.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0510,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0528,Plan,work/plans/features/closed/2026-06-30-shared-editor-support-noref.md,D01,2026-06-30,L0 and L1 editor tooling is maintained in one shared repository package under `editors/`.,Repository and process architecture,CLI and distribution,Repository/tooling,Retained,Explicit,High,Defaults Chosen,76,80,The plan selects one editors tree for both language levels instead of separate packages.,Separate repositories per level | Separate in-repository packages with duplicated infrastructure,The language levels share enough syntax and tooling infrastructure that one package avoids drift and duplication.,editors/README.md,docs/decisions/0004-monorepo-directory-structure.md,DEA-CANON-0511,Partially covered,Candidate P2 ADR: editor integration architecture and public identities,Yes,
DEA-DEC-0529,Plan,work/plans/features/closed/2026-06-30-shared-editor-support-noref.md,D02,2026-06-30,"The baseline editor stack is syntax and navigation tooling—TextMate, Tree-sitter, Vim/Emacs fallbacks, and Ctags—while LSP and semantic services are deferred.",Repository and process architecture,CLI and distribution,Repository/tooling,Retained,Explicit,High,Summary,43,55,"The first supported stack is native grammar/index support; diagnostics, completion, hover, navigation semantics, and compiler JSON belong to a later plan.",Start with an LSP | Piggyback on C highlighting only | Ship only a VS Code grammar,Useful cross-editor support can ship without prematurely defining a compiler service protocol.,editors/README.md,,DEA-CANON-0512,Not covered,Candidate P2 ADR: editor integration architecture and public identities,Yes,
DEA-DEC-0530,Plan,work/plans/features/closed/2026-06-30-shared-editor-support-noref.md,D03,2026-06-30,"The single Tree-sitter grammar is named `dea`, parses the error-tolerant L1 syntactic superset, and relies on separate host mappings for L0 versus L1.",Repository and process architecture,Language syntax,Repository/tooling,Retained,Explicit,High,Defaults Chosen,81,85,Tree-sitter uses L1 as the richer structural grammar while level identities remain distinct outside the parser.,Maintain separate L0 and L1 parsers | Parse only the L0 common subset | Make the structural grammar reject incomplete input,One superset parser supports both levels and interactive editing without duplicating closely related grammar implementations.,editors/tree-sitter-dea/README.md | editors/tree-sitter-dea/grammar.js,,DEA-CANON-0513,Not covered,Candidate P2 ADR: editor integration architecture and public identities,Yes,
DEA-DEC-0531,Plan,work/plans/features/closed/2026-06-30-shared-editor-support-noref.md,D04,2026-06-30,"The compiler remains the semantic authority; editor grammars must be conservative, error-tolerant structural tools rather than semantic validators.",Frontend architecture,Semantic analysis | Language syntax,Repository/tooling,Retained,Explicit,High,Defaults Chosen,89,90,Editor grammars structure incomplete code and intentionally do not encode type checking or level-specific semantic rejection.,Treat Tree-sitter acceptance as language validity | Duplicate compiler semantic checks in editor regexes,Only compiler phases have the context and normative contracts needed to validate Dea semantics.,editors/README.md,,DEA-CANON-0514,Not covered,Candidate P2 ADR: editor integration architecture and public identities,Yes,This settles the authority boundary between compiler frontend semantics and permissive editor parsers.
DEA-DEC-0532,Plan,work/plans/features/closed/2026-06-30-shared-editor-support-noref.md,D05,2026-06-30,"Editor hosts expose L0 and L1 as distinct language identities, scopes, filetypes, and extension mappings even though their tooling package is shared.",CLI and distribution,Repository and process architecture,Repository/tooling,Retained,Explicit,High,Defaults Chosen / Public Interfaces,76,80,"The shared package assigns separate dea-l0/dea-l1 IDs, source scopes, Vim filetypes, and .l0/.l1 mappings.",Expose one undifferentiated Dea language identity | Ship independent packages to obtain distinct identities | Treat L1 files as L0 plus syntax errors,Host-visible separation preserves correct level-specific keyword and extension behavior without duplicating the package.,editors/README.md | editors/vscode-dea/package.json,,DEA-CANON-0515,Not covered,Candidate P2 ADR: editor integration architecture and public identities,Yes,
DEA-DEC-0533,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D01,2026-06-30,"Generated Dea pointer dereferences, pointer field accesses, pointer indexing, and generated drop cleanup are runtime-validated by default before storage is touched.",Ownership and memory safety,Runtime | Backend and C emission,Shared L0/L1,Retained,Explicit,High,Summary,38,44,"Invalid accesses become Dea runtime diagnostics instead of C undefined behavior, with checked builds as the default.",Trust all generated C pointer operations | Require a borrow checker before permitting pointers | Make validation opt-in,Runtime checking closes aliasing gaps that the current static drop-liveness analysis cannot see.,docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0378,Directly covered,Covered,Yes,
DEA-DEC-0534,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D02,2026-06-30,"Pointer validation is backed by allocation records carrying base, extent, alignment, generation, state, memory kind, source sites, and a reserved type identity.",Runtime,Ownership and memory safety,Shared L0/L1,Retained,Explicit,High,Shared Design,46,50,The address-only tracker is replaced by a provenance-rich allocation record model.,Track only live base addresses | Embed metadata immediately beside every allocation | Tag pointer values,"Spatial, temporal, provenance, and diagnostic checks need more than address membership.",docs/decisions/0010-checked-runtime-pointer-access-validation.md | l0/docs/reference/ownership.md | l1/docs/reference/ownership.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0516,Directly covered,Covered,Yes,
DEA-DEC-0535,Plan,work/plans/features/closed/2026-06-30-shared-runtime-pointer-access-validation-noref.md,D03,2026-06-30,"Allocation records reserve a type-id field, but runtime type-compatibility enforcement is deferred to a future type-identity initiative.",Ownership and memory safety,Runtime | Type system,Shared L0/L1,Deferred,Explicit,High,Shared Design,48,51,The tracker stores type_id without using it in the shipped access checks.,Enforce runtime pointee type identity immediately | Omit any type identity hook permanently,The access-validation tranche can deliver spatial and bounded temporal safety without preempting a broader type-identity design.,docs/decisions/0010-checked-runtime-pointer-access-validation.md,docs/decisions/0010-checked-runtime-pointer-access-validation.md,DEA-CANON-0517,Directly covered,Covered as an explicit deferral,Yes,
